Index;Date;Hour;Nb Sat.;GPS;KmH;Kt;GPS Position;X ACC;Y ACC;Z ACC;X GYR;Y GYR;Z GYR;X Angle;Y Angle;Battery V;Battery Level;Pyro V;Temperature;Mode;Radio Event;SrcDetect;EquaDetect;Internal status;Pyro status
7893;01/06/2026;08:38:36;9;3;22.5;12.2;47.363148 4.898652;-32.51;-1.53;-0.78;-2.99;-0.51;0.39;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7894;01/06/2026;08:38:36;9;3;22.5;12.2;47.363148 4.898652;-32.43;-1.58;-0.21;-3.11;-1.50;0.37;0.96;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7895;01/06/2026;08:38:36;9;3;22.5;12.2;47.363148 4.898652;-32.30;-1.63;1.67;-3.72;-2.37;0.38;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7896;01/06/2026;08:38:36;13;3;22.5;12.2;47.363148 4.898652;-32.23;-1.66;0.88;-3.81;-3.28;0.42;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7897;01/06/2026;08:38:36;13;3;22.5;12.2;47.363148 4.898652;-32.25;-1.69;-2.18;-3.24;-2.56;0.43;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7898;01/06/2026;08:38:36;13;3;22.5;12.2;47.363148 4.898652;-32.16;-1.74;-0.11;-3.70;-2.23;0.42;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7899;01/06/2026;08:38:36;13;3;22.5;12.2;47.363148 4.898652;-32.02;-1.81;2.36;-4.83;-3.42;0.41;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7900;01/06/2026;08:38:36;13;3;22.5;12.2;47.363148 4.898652;-31.97;-1.85;0.97;-5.00;-3.87;0.42;0.97;0.98;3.3;16;7.0;31;0;0;0;0;896;255
7901;01/06/2026;08:38:36;13;3;22.5;12.2;47.363148 4.898652;-31.99;-1.92;-0.96;-4.21;-2.57;0.45;0.95;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7902;01/06/2026;08:38:37;13;3;22.5;12.2;47.363148 4.898652;-31.95;-1.96;0.03;-3.99;-2.55;0.45;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7903;01/06/2026;08:38:37;13;3;22.5;12.2;47.363148 4.898652;-31.97;-2.02;-0.91;-4.30;-3.53;0.47;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7904;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.06;-2.03;-2.40;-3.61;-3.15;0.49;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7905;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.08;-2.06;-0.37;-3.29;-2.76;0.52;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7906;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.14;-2.08;-1.05;-3.34;-2.78;0.52;0.96;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7907;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.24;-2.09;-2.14;-3.21;-3.48;0.52;0.95;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7908;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.34;-2.08;-1.21;-3.34;-4.27;0.55;0.94;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7909;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.39;-2.08;-0.09;-3.43;-4.66;0.58;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7910;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.47;-2.08;-1.65;-2.68;-3.59;0.58;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7911;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.55;-2.06;-2.07;-1.78;-3.00;0.56;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7912;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.51;-2.03;0.95;-1.71;-3.17;0.54;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7913;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.44;-2.00;2.58;-1.81;-3.48;0.54;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7914;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.36;-1.97;3.00;-1.45;-3.33;0.52;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7915;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.36;-1.92;0.64;-0.75;-2.92;0.52;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7916;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.36;-1.86;0.70;-0.99;-3.73;0.54;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7917;01/06/2026;08:38:37;9;3;22.5;12.2;47.363148 4.898652;-32.27;-1.83;2.93;-1.45;-3.73;0.55;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7918;01/06/2026;08:38:37;9;3;22.6;12.2;47.363178 4.898700;-32.24;-1.79;1.31;-1.40;-3.21;0.54;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7919;01/06/2026;08:38:37;9;3;22.6;12.2;47.363178 4.898700;-32.22;-1.74;0.69;-1.05;-3.61;0.51;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7920;01/06/2026;08:38:37;9;3;22.6;12.2;47.363178 4.898700;-32.13;-1.68;2.92;-1.05;-4.16;0.51;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7921;01/06/2026;08:38:37;9;3;22.6;12.2;47.363178 4.898700;-32.10;-1.62;1.49;-0.41;-3.55;0.51;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7922;01/06/2026;08:38:37;9;3;22.6;12.2;47.363178 4.898700;-32.19;-1.54;-1.72;0.37;-2.70;0.53;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7923;01/06/2026;08:38:37;9;3;22.6;12.2;47.363178 4.898700;-32.20;-1.49;-0.78;0.25;-2.49;0.53;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7924;01/06/2026;08:38:37;9;3;22.6;12.2;47.363178 4.898700;-32.18;-1.43;0.65;-0.25;-2.80;0.53;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7925;01/06/2026;08:38:37;9;3;22.6;12.2;47.363178 4.898700;-32.15;-1.34;1.43;-0.75;-4.62;0.53;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7926;01/06/2026;08:38:37;9;3;22.6;12.2;47.363178 4.898700;-32.12;-1.28;1.44;-0.59;-4.18;0.54;0.98;0.98;3.3;16;7.0;31;0;0;0;0;896;255
7927;01/06/2026;08:38:37;9;3;22.6;12.2;47.363178 4.898700;-32.07;-1.20;1.73;-0.38;-3.81;0.54;0.98;0.98;3.3;16;7.0;31;0;0;0;0;896;255
7928;01/06/2026;08:38:37;13;3;22.6;12.2;47.363178 4.898700;-31.89;-1.10;5.16;-0.91;-6.17;0.52;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7929;01/06/2026;08:38:37;13;3;22.6;12.2;47.363178 4.898700;-31.66;-1.01;8.05;-1.14;-7.10;0.52;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7930;01/06/2026;08:38:37;13;3;22.6;12.2;47.363178 4.898700;-31.46;-0.93;7.16;-1.49;-6.98;0.54;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7931;01/06/2026;08:38:37;13;3;22.6;12.2;47.363178 4.898700;-31.31;-0.89;5.32;-1.54;-5.08;0.53;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7932;01/06/2026;08:38:37;13;3;22.6;12.2;47.363178 4.898700;-31.15;-0.85;4.77;-0.50;-3.35;0.51;0.95;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7933;01/06/2026;08:38:38;13;3;22.6;12.2;47.363178 4.898700;-30.99;-0.81;4.77;0.65;-1.75;0.49;0.96;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7934;01/06/2026;08:38:38;13;3;22.6;12.2;47.363178 4.898700;-30.85;-0.76;3.66;1.18;-0.38;0.47;0.95;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7935;01/06/2026;08:38:38;13;3;22.6;12.2;47.363178 4.898700;-30.74;-0.74;3.16;1.50;1.03;0.46;0.94;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7936;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-30.68;-0.69;1.84;1.37;0.60;0.46;0.94;0.94;3.3;16;7.0;31;0;0;0;0;896;255
7937;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-30.75;-0.68;-1.61;1.03;0.69;0.46;0.93;0.93;3.3;16;7.0;31;0;0;0;0;896;255
7938;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-30.97;-0.75;-6.79;2.10;5.76;0.46;0.92;0.93;3.3;16;7.0;31;0;0;0;0;896;255
7939;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-31.23;-0.78;-7.77;1.86;6.36;0.49;0.94;0.94;3.3;16;7.0;31;0;0;0;0;896;255
7940;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-31.36;-0.66;-3.61;0.80;-2.45;0.52;0.96;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7941;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-31.44;-0.52;-1.71;2.25;-5.06;0.56;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7942;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-31.49;-0.41;-0.90;4.18;0.13;0.56;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7943;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-31.54;-0.29;-0.52;3.43;-0.34;0.54;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7944;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-31.48;-0.21;1.20;2.38;-0.98;0.52;0.96;0.98;3.3;16;7.0;31;0;0;0;0;896;255
7945;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-31.43;-0.16;1.98;2.15;0.83;0.52;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7946;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-31.33;-0.14;3.14;1.14;0.94;0.51;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7947;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-31.37;-0.12;-0.17;0.98;0.89;0.51;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7948;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-31.40;-0.07;-1.28;0.43;-0.87;0.51;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7949;01/06/2026;08:38:38;9;3;22.6;12.2;47.363178 4.898700;-31.38;-0.03;0.84;-0.30;-2.46;0.52;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7950;01/06/2026;08:38:38;9;3;22.6;12.2;47.363213 4.898748;-31.38;-0.04;0.17;-0.93;-1.47;0.52;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7951;01/06/2026;08:38:38;9;3;22.7;12.2;47.363213 4.898748;-31.42;-0.05;-1.50;-0.92;-0.35;0.50;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7952;01/06/2026;08:38:38;9;3;22.7;12.2;47.363213 4.898748;-31.46;-0.05;-1.21;-1.32;-1.73;0.48;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7953;01/06/2026;08:38:38;9;3;22.7;12.2;47.363213 4.898748;-31.45;-0.05;0.05;-1.44;-2.38;0.47;0.94;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7954;01/06/2026;08:38:38;9;3;22.7;12.2;47.363213 4.898748;-31.55;-0.05;-1.90;-1.17;-1.98;0.50;0.93;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7955;01/06/2026;08:38:38;9;3;22.7;12.2;47.363213 4.898748;-31.64;-0.07;-2.13;-0.84;-0.34;0.52;0.94;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7956;01/06/2026;08:38:38;9;3;22.7;12.2;47.363213 4.898748;-31.64;-0.10;-0.33;-1.11;-0.52;0.52;0.95;0.94;3.3;16;7.0;31;0;0;0;0;896;255
7957;01/06/2026;08:38:38;9;3;22.7;12.2;47.363213 4.898748;-31.65;-0.13;-0.22;-1.94;-1.60;0.52;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7958;01/06/2026;08:38:38;9;3;22.7;12.2;47.363213 4.898748;-31.72;-0.11;-1.41;-1.86;-2.58;0.52;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7959;01/06/2026;08:38:38;9;3;22.7;12.2;47.363213 4.898748;-31.74;-0.12;-0.69;-2.18;-3.28;0.53;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7960;01/06/2026;08:38:38;13;3;22.7;12.2;47.363213 4.898748;-31.80;-0.12;-1.38;-1.96;-3.41;0.53;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7961;01/06/2026;08:38:38;13;3;22.7;12.2;47.363213 4.898748;-31.89;-0.10;-2.67;-1.24;-3.19;0.52;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7962;01/06/2026;08:38:38;13;3;22.7;12.2;47.363213 4.898748;-32.00;-0.08;-3.32;-0.92;-3.01;0.51;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7963;01/06/2026;08:38:38;13;3;22.7;12.2;47.363213 4.898748;-32.10;-0.03;-2.48;-1.29;-4.24;0.51;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7964;01/06/2026;08:38:38;13;3;22.7;12.2;47.363213 4.898748;-32.12;-0.02;-0.49;-1.85;-4.44;0.53;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7965;01/06/2026;08:38:39;13;3;22.7;12.2;47.363213 4.898748;-32.23;-0.01;-2.52;-1.64;-3.65;0.54;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7966;01/06/2026;08:38:39;13;3;22.7;12.2;47.363213 4.898748;-32.39;0.01;-4.55;-1.16;-3.50;0.54;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7967;01/06/2026;08:38:39;13;3;22.7;12.2;47.363213 4.898748;-32.41;0.05;-0.84;-0.85;-3.74;0.53;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7968;01/06/2026;08:38:39;9;3;22.7;12.2;47.363213 4.898748;-32.44;0.08;-0.59;-0.31;-3.12;0.53;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7969;01/06/2026;08:38:39;9;3;22.7;12.2;47.363213 4.898748;-32.60;0.14;-3.87;0.45;-2.61;0.54;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7970;01/06/2026;08:38:39;9;3;22.7;12.2;47.363213 4.898748;-33.29;0.17;-16.16;1.29;-1.55;0.58;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7971;01/06/2026;08:38:39;9;3;22.7;12.2;47.363213 4.898748;-34.25;0.12;-27.08;0.65;1.43;0.59;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7972;01/06/2026;08:38:39;9;3;22.7;12.2;47.363213 4.898748;-34.78;0.03;-19.60;0.21;4.78;0.57;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7973;01/06/2026;08:38:39;9;3;22.7;12.2;47.363213 4.898748;-35.12;-0.10;-11.27;1.92;9.16;0.54;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7974;01/06/2026;08:38:39;9;3;22.7;12.2;47.363213 4.898748;-35.24;-0.14;-5.65;5.14;9.96;0.52;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7975;01/06/2026;08:38:39;9;3;22.7;12.2;47.363213 4.898748;-35.29;-0.11;-3.40;7.58;10.02;0.51;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7976;01/06/2026;08:38:39;9;3;22.7;12.2;47.363213 4.898748;-35.25;-0.03;-1.26;9.21;9.50;0.48;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7977;01/06/2026;08:38:39;9;3;22.5;12.1;47.363247 4.898797;-35.18;0.12;0.47;9.01;6.58;0.46;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7978;01/06/2026;08:38:39;9;3;22.5;12.1;47.363247 4.898797;-35.09;0.25;1.29;7.16;3.03;0.46;0.94;0.94;3.3;16;7.0;31;0;0;0;0;896;255
7979;01/06/2026;08:38:39;9;3;22.5;12.1;47.363247 4.898797;-35.09;0.36;-0.51;5.01;0.91;0.48;0.93;0.94;3.3;16;7.0;31;0;0;0;0;896;255
7980;01/06/2026;08:38:39;9;3;22.5;12.1;47.363247 4.898797;-35.13;0.43;-1.42;3.32;0.21;0.50;0.93;0.94;3.3;16;7.0;31;0;0;0;0;896;255
7981;01/06/2026;08:38:39;9;3;22.5;12.1;47.363247 4.898797;-35.16;0.52;-1.28;1.78;-1.17;0.53;0.94;0.94;3.3;16;7.0;31;0;0;0;0;896;255
7982;01/06/2026;08:38:39;9;3;22.5;12.1;47.363247 4.898797;-35.17;0.59;-0.58;1.02;-2.75;0.54;0.95;0.94;3.3;16;7.0;31;0;0;0;0;896;255
7983;01/06/2026;08:38:39;9;3;22.5;12.1;47.363247 4.898797;-35.10;0.68;1.46;1.47;-2.31;0.54;0.96;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7984;01/06/2026;08:38:39;9;3;22.5;12.1;47.363247 4.898797;-35.02;0.78;2.46;1.72;-2.77;0.55;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7985;01/06/2026;08:38:39;9;3;22.5;12.1;47.363247 4.898797;-34.91;0.89;3.16;0.66;-4.65;0.55;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
7986;01/06/2026;08:38:39;9;3;22.5;12.1;47.363247 4.898797;-34.84;0.93;1.59;-0.69;-4.18;0.53;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7987;01/06/2026;08:38:39;9;3;22.5;12.1;47.363247 4.898797;-34.81;0.91;0.44;-2.36;-3.25;0.52;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7988;01/06/2026;08:38:39;13;3;22.5;12.1;47.363247 4.898797;-34.69;0.84;2.78;-3.79;-2.92;0.51;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7989;01/06/2026;08:38:39;13;3;22.5;12.1;47.363247 4.898797;-34.64;0.75;1.97;-4.36;-2.54;0.53;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7990;01/06/2026;08:38:39;13;3;22.5;12.1;47.363247 4.898797;-34.61;0.66;0.27;-3.86;-1.42;0.54;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7991;01/06/2026;08:38:39;13;3;22.5;12.1;47.363247 4.898797;-34.64;0.56;-1.26;-2.68;-0.11;0.53;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7992;01/06/2026;08:38:39;13;3;22.5;12.1;47.363247 4.898797;-34.62;0.47;-0.24;-2.37;0.65;0.52;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7993;01/06/2026;08:38:39;13;3;22.5;12.1;47.363247 4.898797;-34.53;0.39;1.78;-2.05;0.33;0.51;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7994;01/06/2026;08:38:39;13;3;22.5;12.1;47.363247 4.898797;-34.50;0.32;0.52;-1.04;0.64;0.51;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
7995;01/06/2026;08:38:39;9;3;22.5;12.1;47.363247 4.898797;-34.50;0.29;-0.29;-0.05;0.94;0.51;0.94;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7996;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.49;0.28;-1.05;1.07;1.28;0.50;0.94;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7997;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.50;0.26;-0.69;1.04;1.45;0.51;0.95;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7998;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.50;0.26;-0.77;0.48;0.55;0.51;0.96;0.95;3.3;16;7.0;31;0;0;0;0;896;255
7999;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.55;0.29;-1.88;0.63;-0.21;0.52;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8000;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.58;0.33;-1.66;0.81;-0.91;0.52;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
8001;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.54;0.36;0.08;0.55;-1.15;0.52;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
8002;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.47;0.34;1.34;0.04;-0.30;0.52;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
8003;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.43;0.29;0.33;0.39;1.37;0.51;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
8004;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.38;0.24;0.45;0.84;3.01;0.50;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
8005;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.25;0.20;2.82;0.96;3.02;0.49;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8006;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.15;0.19;2.61;1.34;2.27;0.50;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8007;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.10;0.16;1.00;1.93;3.17;0.49;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8008;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-34.05;0.13;0.79;2.11;3.95;0.49;0.94;0.95;3.3;16;7.0;31;0;0;0;0;896;255
8009;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-33.93;0.10;2.31;1.94;4.26;0.49;0.95;0.95;3.3;16;7.0;31;0;0;0;0;896;255
8010;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-33.86;0.07;1.71;1.76;4.11;0.50;0.96;0.95;3.3;16;7.0;31;0;0;0;0;896;255
8011;01/06/2026;08:38:40;9;3;22.5;12.1;47.363247 4.898797;-33.87;0.06;-0.30;1.27;2.32;0.52;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
8012;01/06/2026;08:38:40;9;3;22.2;12.0;47.363281 4.898842;-33.86;0.04;-1.00;1.43;2.15;0.52;0.98;0.98;3.3;16;7.0;31;0;0;0;0;896;255
8013;01/06/2026;08:38:40;9;3;22.2;12.0;47.363281 4.898842;-33.86;-0.01;-1.66;1.49;3.78;0.49;0.99;0.98;3.3;16;7.0;31;0;0;0;0;896;255
8014;01/06/2026;08:38:40;9;3;22.2;12.0;47.363281 4.898842;-33.83;-0.07;-0.06;0.93;4.27;0.47;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
8015;01/06/2026;08:38:40;9;3;22.2;12.0;47.363281 4.898842;-33.74;-0.14;2.25;0.27;3.77;0.49;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
8016;01/06/2026;08:38:40;9;3;22.2;12.0;47.363281 4.898842;-33.74;-0.22;0.26;0.29;4.27;0.50;0.94;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8017;01/06/2026;08:38:40;9;3;22.2;12.0;47.363281 4.898842;-33.82;-0.28;-2.38;0.92;4.81;0.51;0.94;0.95;3.3;16;7.0;31;0;0;0;0;896;255
8018;01/06/2026;08:38:40;9;3;22.2;12.0;47.363281 4.898842;-33.75;-0.34;1.54;0.54;3.33;0.52;0.94;0.94;3.3;16;7.0;31;0;0;0;0;896;255
8019;01/06/2026;08:38:40;9;3;22.2;12.0;47.363281 4.898842;-33.67;-0.39;1.30;0.66;3.27;0.51;0.96;0.95;3.3;16;7.0;31;0;0;0;0;896;255
8020;01/06/2026;08:38:40;9;3;22.2;12.0;47.363281 4.898842;-33.74;-0.43;-2.29;1.43;4.29;0.51;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8021;01/06/2026;08:38:40;9;3;22.2;12.0;47.363281 4.898842;-33.66;-0.48;0.88;1.15;4.01;0.49;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8022;01/06/2026;08:38:40;13;3;22.2;12.0;47.363281 4.898842;-33.53;-0.55;2.82;0.14;3.10;0.49;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8023;01/06/2026;08:38:40;13;3;22.2;12.0;47.363281 4.898842;-33.47;-0.61;0.91;-0.04;2.69;0.49;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
8024;01/06/2026;08:38:40;13;3;22.2;12.0;47.363281 4.898842;-33.45;-0.65;0.01;0.12;2.92;0.49;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
8025;01/06/2026;08:38:40;13;3;22.2;12.0;47.363281 4.898842;-33.37;-0.70;1.81;-0.41;2.06;0.50;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
8026;01/06/2026;08:38:40;13;3;22.2;12.0;47.363281 4.898842;-33.22;-0.74;3.37;-1.17;0.79;0.50;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8027;01/06/2026;08:38:40;13;3;22.2;12.0;47.363281 4.898842;-33.20;-0.82;0.73;-1.64;0.79;0.50;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8028;01/06/2026;08:38:41;13;3;22.2;12.0;47.363281 4.898842;-33.16;-0.89;0.26;-2.03;1.02;0.48;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8029;01/06/2026;08:38:41;13;3;22.2;12.0;47.363281 4.898842;-33.13;-0.97;-0.35;-2.29;0.44;0.48;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8030;01/06/2026;08:38:41;9;3;22.2;12.0;47.363281 4.898842;-33.11;-1.05;0.27;-2.97;-0.57;0.49;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8031;01/06/2026;08:38:41;9;3;22.2;12.0;47.363281 4.898842;-33.00;-1.17;2.34;-3.18;0.63;0.51;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8032;01/06/2026;08:38:41;9;3;22.2;12.0;47.363281 4.898842;-32.94;-1.27;1.49;-3.19;1.07;0.51;0.98;0.96;3.3;16;7.0;31;0;0;0;0;896;255
8033;01/06/2026;08:38:41;9;3;22.2;12.0;47.363281 4.898842;-32.91;-1.35;-0.00;-2.78;0.58;0.49;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
8034;01/06/2026;08:38:41;9;3;22.2;12.0;47.363281 4.898842;-32.83;-1.43;1.57;-2.17;1.27;0.48;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
