Index;Date;Hour;Nb Sat.;GPS;KmH;Kt;GPS Position;X ACC;Y ACC;Z ACC;X GYR;Y GYR;Z GYR;X Angle;Y Angle;Battery V;Battery Level;Pyro V;Temperature;Mode;Radio Event;SrcDetect;EquaDetect;Internal status;Pyro status
1112;01/06/2026;08:35:01;9;3;0.6;0.3;47.361992 4.896785;-3.32;0.03;-4.74;4.79;-14.95;0.07;0.95;0.95;3.3;16;7.0;31;0;0;0;0;896;255
1113;01/06/2026;08:35:01;9;3;0.6;0.3;47.361992 4.896785;-3.45;0.22;-4.28;4.98;-13.46;0.06;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1114;01/06/2026;08:35:01;9;3;0.6;0.3;47.361992 4.896785;-3.52;0.37;-2.80;4.72;-11.83;0.05;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1115;01/06/2026;08:35:01;9;3;0.6;0.3;47.361992 4.896785;-3.59;0.52;-2.14;4.14;-11.05;0.06;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1116;01/06/2026;08:35:01;9;3;0.6;0.3;47.361992 4.896785;-3.71;0.67;-3.24;3.55;-12.07;0.06;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1117;01/06/2026;08:35:01;9;3;0.6;0.3;47.361992 4.896785;-3.86;0.83;-4.43;3.41;-14.83;0.08;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1118;01/06/2026;08:35:01;9;3;0.6;0.3;47.361992 4.896785;-3.99;1.01;-3.97;3.42;-18.96;0.09;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1119;01/06/2026;08:35:01;9;3;0.6;0.3;47.361992 4.896785;-4.12;1.16;-4.28;3.24;-21.44;0.09;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1120;01/06/2026;08:35:01;9;3;0.6;0.3;47.361992 4.896785;-4.23;1.33;-3.77;2.94;-22.14;0.09;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1121;01/06/2026;08:35:01;9;3;0.6;0.3;47.361992 4.896785;-4.33;1.49;-3.58;2.43;-24.45;0.09;0.96;0.95;3.3;16;7.0;31;0;0;0;0;896;255
1122;01/06/2026;08:35:01;9;3;0.6;0.3;47.361992 4.896785;-4.46;1.63;-4.70;1.85;-27.34;0.10;0.95;0.95;3.3;16;7.0;31;0;0;0;0;896;255
1123;01/06/2026;08:35:01;9;3;0.6;0.3;47.361992 4.896785;-4.62;1.76;-5.32;1.30;-29.04;0.09;0.94;0.95;3.3;16;7.0;31;0;0;0;0;896;255
1124;01/06/2026;08:35:01;9;3;0.2;0.1;47.361996 4.896787;-4.81;1.89;-7.17;1.41;-30.10;0.09;0.94;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1125;01/06/2026;08:35:01;9;3;0.2;0.1;47.361996 4.896787;-5.16;2.09;-11.33;2.66;-33.07;0.08;0.93;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1126;01/06/2026;08:35:01;9;3;0.2;0.1;47.361996 4.896787;-5.67;2.36;-16.77;5.26;-36.40;0.08;0.93;0.93;3.3;16;7.0;31;0;0;0;0;896;255
1127;01/06/2026;08:35:01;9;3;0.2;0.1;47.361996 4.896787;-6.39;2.74;-22.58;8.68;-33.95;0.08;0.93;0.93;3.3;16;7.0;31;0;0;0;0;896;255
1128;01/06/2026;08:35:01;9;3;0.2;0.1;47.361996 4.896787;-7.14;3.14;-25.42;10.61;-27.39;0.09;0.93;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1129;01/06/2026;08:35:01;9;3;0.2;0.1;47.361996 4.896787;-7.95;3.61;-25.57;12.33;-19.42;0.09;0.94;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1130;01/06/2026;08:35:01;9;3;0.2;0.1;47.361996 4.896787;-8.67;4.10;-24.70;13.95;-11.66;0.10;0.94;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1131;01/06/2026;08:35:01;9;3;0.2;0.1;47.361996 4.896787;-9.37;4.62;-22.07;14.20;-5.52;0.12;0.94;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1132;01/06/2026;08:35:01;9;3;0.2;0.1;47.361996 4.896787;-9.88;5.10;-17.81;13.20;-2.93;0.16;0.95;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1133;01/06/2026;08:35:01;9;3;0.2;0.1;47.361996 4.896787;-10.37;5.56;-15.09;12.01;-3.31;0.21;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1134;01/06/2026;08:35:01;13;3;0.2;0.1;47.361996 4.896787;-10.87;6.00;-16.18;11.35;-5.60;0.25;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1135;01/06/2026;08:35:01;13;3;0.2;0.1;47.361996 4.896787;-11.40;6.45;-16.98;9.11;-11.85;0.27;0.99;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1136;01/06/2026;08:35:01;13;3;0.2;0.1;47.361996 4.896787;-11.76;6.82;-14.50;6.83;-18.49;0.28;1.00;0.98;3.3;16;7.0;31;0;0;0;0;896;255
1137;01/06/2026;08:35:01;13;3;0.2;0.1;47.361996 4.896787;-11.98;7.18;-9.92;5.58;-22.13;0.27;1.00;0.99;3.3;16;7.0;31;0;0;0;0;896;255
1138;01/06/2026;08:35:01;13;3;0.2;0.1;47.361996 4.896787;-12.03;7.49;-5.44;4.77;-22.30;0.25;0.99;0.99;3.3;16;7.0;31;0;0;0;0;896;255
1139;01/06/2026;08:35:02;13;3;0.2;0.1;47.361996 4.896787;-12.00;7.75;-2.23;3.31;-19.98;0.24;0.98;0.99;3.3;16;7.0;31;0;0;0;0;896;255
1140;01/06/2026;08:35:02;13;3;0.2;0.1;47.361996 4.896787;-11.89;7.90;0.40;1.20;-16.97;0.24;0.97;0.98;3.3;16;7.0;31;0;0;0;0;896;255
1141;01/06/2026;08:35:02;13;3;0.2;0.1;47.361996 4.896787;-11.74;7.98;1.93;-1.28;-15.24;0.24;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1142;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-11.55;7.99;3.47;-3.63;-15.07;0.26;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1143;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-11.29;7.97;5.07;-6.01;-17.56;0.27;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1144;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-10.98;7.91;5.64;-7.69;-20.60;0.29;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1145;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-10.66;7.76;6.82;-9.61;-20.40;0.28;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1146;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-10.28;7.51;8.27;-12.02;-18.94;0.27;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1147;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-9.93;7.21;7.60;-13.48;-17.67;0.25;0.95;0.95;3.3;16;7.0;31;0;0;0;0;896;255
1148;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-9.64;6.83;5.80;-14.68;-14.87;0.23;0.94;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1149;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-9.37;6.33;5.24;-17.24;-11.50;0.23;0.93;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1150;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-9.14;5.83;5.63;-19.29;-8.95;0.23;0.92;0.93;3.3;16;7.0;31;0;0;0;0;896;255
1151;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-8.86;5.24;7.04;-20.18;-4.85;0.23;0.92;0.93;3.3;16;7.0;31;0;0;0;0;896;255
1152;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-8.57;4.67;8.42;-20.79;-1.08;0.23;0.93;0.93;3.3;16;7.0;31;0;0;0;0;896;255
1153;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-8.22;4.06;9.98;-20.78;0.72;0.24;0.94;0.93;3.3;16;7.0;31;0;0;0;0;896;255
1154;01/06/2026;08:35:02;9;3;0.2;0.1;47.361996 4.896787;-7.87;3.50;10.62;-19.93;3.18;0.23;0.95;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1155;01/06/2026;08:35:02;9;3;0.3;0.2;47.362007 4.896813;-7.55;2.96;10.20;-18.81;6.47;0.22;0.95;0.95;3.3;16;7.0;31;0;0;0;0;896;255
1156;01/06/2026;08:35:02;9;3;0.3;0.2;47.362007 4.896813;-7.20;2.40;10.36;-17.00;9.63;0.19;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1157;01/06/2026;08:35:02;9;3;0.3;0.2;47.362007 4.896813;-6.95;1.91;8.66;-15.51;9.85;0.17;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1158;01/06/2026;08:35:02;9;3;0.3;0.2;47.362007 4.896813;-6.80;1.37;4.79;-13.72;11.51;0.14;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1159;01/06/2026;08:35:02;9;3;0.3;0.2;47.362007 4.896813;-6.81;0.92;0.23;-11.39;17.41;0.12;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1160;01/06/2026;08:35:02;9;3;0.3;0.2;47.362007 4.896813;-6.86;0.50;-1.71;-8.64;22.95;0.11;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1161;01/06/2026;08:35:02;9;3;0.3;0.2;47.362007 4.896813;-7.01;0.10;-4.14;-6.29;28.05;0.12;0.93;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1162;01/06/2026;08:35:02;9;3;0.3;0.2;47.362007 4.896813;-7.17;-0.29;-5.04;-5.55;34.53;0.15;0.92;0.93;3.3;16;7.0;31;0;0;0;0;896;255
1163;01/06/2026;08:35:02;9;3;0.3;0.2;47.362007 4.896813;-7.36;-0.78;-6.08;-6.29;41.79;0.19;0.94;0.95;3.3;16;7.0;31;0;0;0;0;896;255
1164;01/06/2026;08:35:02;9;3;0.3;0.2;47.362007 4.896813;-7.64;-1.35;-9.85;-8.48;47.65;0.23;0.99;0.98;3.3;16;7.0;31;0;0;0;0;896;255
1165;01/06/2026;08:35:02;9;3;0.3;0.2;47.362007 4.896813;-7.97;-2.01;-11.77;-9.97;49.01;0.24;1.04;1.00;3.3;16;7.0;31;0;0;0;0;896;255
1166;01/06/2026;08:35:02;13;3;0.3;0.2;47.362007 4.896813;-8.11;-2.56;-8.36;-9.34;44.51;0.23;1.07;1.02;3.3;16;7.0;31;0;0;0;0;896;255
1167;01/06/2026;08:35:02;13;3;0.3;0.2;47.362007 4.896813;-8.10;-3.12;-3.54;-8.27;43.25;0.21;1.06;1.04;3.3;16;7.0;31;0;0;0;0;896;255
1168;01/06/2026;08:35:02;13;3;0.3;0.2;47.362007 4.896813;-8.01;-3.67;-1.18;-7.92;46.56;0.21;1.02;1.04;3.3;16;7.0;31;0;0;0;0;896;255
1169;01/06/2026;08:35:02;13;3;0.3;0.2;47.362007 4.896813;-7.90;-4.25;-0.79;-7.59;49.59;0.22;0.97;1.02;3.3;16;7.0;31;0;0;0;0;896;255
1170;01/06/2026;08:35:03;13;3;0.3;0.2;47.362007 4.896813;-7.74;-4.75;0.67;-7.07;48.12;0.23;0.95;0.99;3.3;16;7.0;31;0;0;0;0;896;255
1171;01/06/2026;08:35:03;13;3;0.3;0.2;47.362007 4.896813;-7.50;-5.22;2.41;-6.27;44.15;0.23;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1172;01/06/2026;08:35:03;13;3;0.3;0.2;47.362007 4.896813;-7.30;-5.58;2.29;-5.24;41.22;0.21;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1173;01/06/2026;08:35:03;13;3;0.3;0.2;47.362007 4.896813;-7.12;-5.88;1.37;-3.40;36.68;0.19;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1174;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-6.94;-6.04;1.88;-0.86;30.62;0.18;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1175;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-6.72;-6.13;2.94;1.37;25.70;0.18;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1176;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-6.53;-6.14;2.69;3.31;23.82;0.18;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1177;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-6.36;-6.08;2.18;4.78;21.29;0.18;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1178;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-6.20;-6.01;2.94;4.95;17.22;0.17;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1179;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-6.02;-5.89;3.74;5.61;12.19;0.17;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1180;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-5.82;-5.74;4.70;6.88;9.52;0.18;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1181;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-5.54;-5.54;6.64;8.35;10.35;0.19;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1182;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-5.29;-5.31;6.78;9.85;13.21;0.19;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1183;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-5.15;-5.02;3.28;9.98;12.75;0.18;0.98;0.98;3.3;16;7.0;31;0;0;0;0;896;255
1184;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-5.33;-4.78;-6.18;11.03;22.00;0.17;0.97;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1185;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-5.60;-4.48;-9.66;11.58;25.35;0.16;0.94;0.95;3.3;16;7.0;31;0;0;0;0;896;255
1186;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-5.98;-4.01;-10.95;13.15;11.59;0.14;0.94;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1187;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-6.38;-3.41;-12.94;16.46;0.80;0.11;0.91;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1188;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-6.89;-2.65;-15.41;19.14;-4.92;0.11;0.90;0.92;3.3;16;7.0;31;0;0;0;0;896;255
1189;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-7.36;-1.95;-15.42;18.97;-8.49;0.12;0.91;0.90;3.3;16;7.0;31;0;0;0;0;896;255
1190;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-7.67;-1.30;-10.88;16.79;-8.24;0.12;0.95;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1191;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-7.99;-0.83;-11.21;14.35;-5.55;0.10;0.98;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1192;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-8.38;-0.45;-12.87;11.80;-0.86;0.07;1.00;0.98;3.3;16;7.0;31;0;0;0;0;896;255
1193;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-8.68;-0.18;-11.60;9.92;6.35;0.05;1.01;0.98;3.3;16;7.0;31;0;0;0;0;896;255
1194;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-9.01;0.03;-12.20;8.82;14.26;0.06;0.99;0.98;3.3;16;7.0;31;0;0;0;0;896;255
1195;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-9.50;0.20;-15.70;7.45;20.00;0.07;0.94;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1196;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-10.05;0.25;-18.23;4.76;24.39;0.09;0.90;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1197;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-10.67;0.12;-18.85;-0.38;27.76;0.13;0.89;0.91;3.3;16;7.0;31;0;0;0;0;896;255
1198;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-11.27;-0.17;-19.77;-5.24;28.70;0.16;0.88;0.90;3.3;16;7.0;31;0;0;0;0;896;255
1199;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-12.03;-0.58;-22.93;-8.73;27.60;0.18;0.89;0.89;3.3;16;7.0;31;0;0;0;0;896;255
1200;01/06/2026;08:35:03;9;3;0.3;0.2;47.362007 4.896813;-12.88;-1.12;-26.13;-11.62;29.19;0.18;0.91;0.89;3.3;16;7.0;31;0;0;0;0;896;255
1201;01/06/2026;08:35:04;9;3;0.3;0.2;47.362007 4.896813;-13.70;-1.78;-27.53;-15.32;32.91;0.19;0.93;0.91;3.3;16;7.0;31;0;0;0;0;896;255
1202;01/06/2026;08:35:04;9;3;0.3;0.2;47.362007 4.896813;-14.50;-2.68;-26.20;-19.78;37.41;0.20;0.94;0.93;3.3;16;7.0;31;0;0;0;0;896;255
1203;01/06/2026;08:35:04;9;3;0.3;0.2;47.362007 4.896813;-15.19;-3.68;-24.62;-23.63;41.26;0.21;0.95;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1204;01/06/2026;08:35:04;9;3;0.3;0.2;47.362007 4.896813;-15.84;-4.89;-22.94;-26.44;44.90;0.22;0.96;0.95;3.3;16;7.0;31;0;0;0;0;896;255
1205;01/06/2026;08:35:04;9;3;0.3;0.2;47.362007 4.896813;-16.30;-6.10;-20.03;-27.76;49.19;0.22;0.96;0.95;3.3;16;7.0;31;0;0;0;0;896;255
1206;01/06/2026;08:35:04;9;3;0.3;0.2;47.362007 4.896813;-16.68;-7.55;-17.64;-29.46;55.92;0.23;0.96;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1207;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-17.27;-8.99;-23.54;-32.97;56.66;0.25;0.95;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1208;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-18.25;-10.64;-32.42;-38.53;46.61;0.29;0.94;0.95;3.3;16;7.0;31;0;0;0;0;896;255
1209;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-19.24;-12.33;-33.96;-39.14;41.67;0.35;0.93;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1210;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-20.30;-13.89;-39.00;-35.63;45.11;0.40;0.93;0.93;3.3;16;7.0;31;0;0;0;0;896;255
1211;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-21.84;-15.50;-50.86;-33.07;45.88;0.46;0.94;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1212;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-23.44;-16.94;-56.50;-31.54;41.72;0.51;0.95;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1213;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-25.03;-18.54;-55.03;-28.99;44.01;0.55;0.95;0.94;3.3;16;7.0;31;0;0;0;0;896;255
1214;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-26.61;-20.20;-54.83;-29.79;44.68;0.61;0.97;0.96;3.3;16;7.0;31;0;0;0;0;896;255
1215;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-28.21;-21.69;-55.61;-31.97;37.56;0.65;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1216;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-29.97;-23.26;-55.23;-33.47;31.84;0.68;0.96;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1217;01/06/2026;08:35:04;13;3;0.4;0.2;47.362019 4.896813;-31.53;-24.75;-53.21;-33.57;32.02;0.69;0.98;0.97;3.3;16;7.0;31;0;0;0;0;896;255
1218;01/06/2026;08:35:04;13;3;0.4;0.2;47.362019 4.896813;-33.19;-26.32;-52.85;-31.88;32.73;0.72;0.99;0.98;3.3;16;7.0;31;0;0;0;0;896;255
1219;01/06/2026;08:35:04;13;3;0.4;0.2;47.362019 4.896813;-34.75;-27.85;-52.06;-29.05;34.94;0.74;0.97;0.98;3.3;16;7.0;31;0;0;0;0;896;255
1220;01/06/2026;08:35:04;13;3;0.4;0.2;47.362019 4.896813;-36.15;-29.24;-51.36;-26.86;36.48;0.75;0.98;0.98;3.3;16;7.0;31;0;0;0;0;896;255
1221;01/06/2026;08:35:04;13;3;0.4;0.2;47.362019 4.896813;-37.77;-30.73;-50.57;-25.00;33.86;0.76;0.99;0.98;3.3;16;7.0;31;0;0;0;0;896;255
1222;01/06/2026;08:35:04;13;3;0.4;0.2;47.362019 4.896813;-39.53;-32.00;-50.18;-23.49;25.92;0.77;0.97;0.98;3.3;16;7.0;31;0;0;0;0;896;255
1223;01/06/2026;08:35:04;13;3;0.4;0.2;47.362019 4.896813;-41.08;-33.32;-47.83;-21.79;28.30;0.81;1.00;0.99;3.3;16;7.0;31;0;0;0;0;896;255
1224;01/06/2026;08:35:04;13;3;0.4;0.2;47.362019 4.896813;-42.58;-34.44;-47.68;-20.45;26.96;0.84;1.02;1.01;3.3;16;7.0;31;0;0;0;0;896;255
1225;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-44.12;-35.32;-48.02;-20.39;20.34;0.86;1.01;1.01;3.3;16;7.0;31;0;0;0;0;896;255
1226;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-45.68;-36.42;-47.19;-20.54;22.95;0.85;1.03;1.01;3.3;16;7.0;31;0;0;0;0;896;255
1227;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-47.02;-37.61;-43.89;-20.34;27.78;0.86;1.04;1.02;3.3;16;7.0;31;0;0;0;0;896;255
1228;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-48.20;-38.60;-40.01;-19.39;26.10;0.87;1.02;1.03;3.3;16;7.0;31;0;0;0;0;896;255
1229;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-49.34;-39.64;-35.80;-18.24;24.77;0.89;1.01;1.03;3.3;16;7.0;31;0;0;0;0;896;255
1230;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-50.15;-40.77;-31.03;-18.11;29.45;0.90;1.03;1.02;3.3;16;7.0;31;0;0;0;0;896;255
1231;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-51.03;-41.87;-27.81;-18.06;28.60;0.92;1.03;1.03;3.3;16;7.0;31;0;0;0;0;896;255
1232;01/06/2026;08:35:04;9;3;0.4;0.2;47.362019 4.896813;-51.92;-42.73;-28.40;-15.34;24.12;0.94;1.03;1.03;3.3;16;7.0;31;0;0;0;0;896;255
1233;01/06/2026;08:35:05;9;3;0.4;0.2;47.362019 4.896813;-52.74;-43.57;-27.12;-11.65;22.65;0.96;1.04;1.03;3.3;16;7.0;31;0;0;0;0;896;255
1234;01/06/2026;08:35:05;9;3;0.4;0.2;47.362019 4.896813;-53.22;-44.33;-22.08;-8.61;23.99;0.98;1.05;1.04;3.3;16;7.0;31;0;0;0;0;896;255
1235;01/06/2026;08:35:05;9;3;0.4;0.2;47.362019 4.896813;-53.49;-44.99;-15.47;-5.33;21.95;1.00;1.06;1.06;3.3;16;7.0;31;0;0;0;0;896;255
1236;01/06/2026;08:35:05;9;3;0.4;0.2;47.362019 4.896813;-53.83;-45.35;-13.86;-3.42;14.36;0.99;1.05;1.05;3.3;16;7.0;31;0;0;0;0;896;255
1237;01/06/2026;08:35:05;9;3;0.5;0.3;47.362022 4.896811;-54.26;-45.62;-13.94;-2.51;8.17;0.98;1.06;1.05;3.3;16;7.0;31;0;0;0;0;896;255
1238;01/06/2026;08:35:05;9;3;0.5;0.3;47.362022 4.896811;-54.46;-45.85;-9.18;-0.43;7.69;0.99;1.07;1.07;3.3;16;7.0;31;0;0;0;0;896;255
1239;01/06/2026;08:35:05;9;3;0.5;0.3;47.362022 4.896811;-54.67;-45.90;-7.03;0.84;3.91;1.01;1.06;1.07;3.3;16;7.0;31;0;0;0;0;896;255
1240;01/06/2026;08:35:05;9;3;0.5;0.3;47.362022 4.896811;-55.00;-45.80;-7.05;1.42;-1.68;1.02;1.06;1.06;3.3;16;7.0;31;0;0;0;0;896;255
1241;01/06/2026;08:35:05;9;3;0.5;0.3;47.362022 4.896811;-55.13;-45.68;-3.61;2.87;-2.37;1.01;1.08;1.06;3.3;16;7.0;31;0;0;0;0;896;255
1242;01/06/2026;08:35:05;9;3;0.5;0.3;47.362022 4.896811;-55.06;-45.41;1.18;5.46;-5.23;1.02;1.08;1.08;3.3;16;7.0;31;0;0;0;0;896;255
1243;01/06/2026;08:35:05;9;3;0.5;0.3;47.362022 4.896811;-54.94;-44.91;4.94;8.10;-11.25;1.02;1.07;1.08;3.3;16;7.0;31;0;0;0;0;896;255
1244;01/06/2026;08:35:05;9;3;0.5;0.3;47.362022 4.896811;-54.68;-44.24;9.91;10.54;-16.67;1.01;1.08;1.07;3.3;16;7.0;31;0;0;0;0;896;255
1245;01/06/2026;08:35:05;9;3;0.5;0.3;47.362022 4.896811;-54.09;-43.48;17.27;13.76;-18.30;1.00;1.09;1.08;3.3;16;7.0;31;0;0;0;0;896;255
1246;01/06/2026;08:35:05;9;3;0.5;0.3;47.362022 4.896811;-53.34;-42.74;21.66;16.54;-17.30;1.02;1.09;1.09;3.3;16;7.0;31;0;0;0;0;896;255
1247;01/06/2026;08:35:05;13;3;0.5;0.3;47.362022 4.896811;-52.45;-41.78;25.29;19.16;-20.25;1.02;1.09;1.09;3.3;16;7.0;31;0;0;0;0;896;255
1248;01/06/2026;08:35:05;13;3;0.5;0.3;47.362022 4.896811;-51.49;-40.80;29.40;21.29;-22.85;1.01;1.09;1.09;3.3;16;7.0;31;0;0;0;0;896;255
1249;01/06/2026;08:35:05;13;3;0.5;0.3;47.362022 4.896811;-50.25;-39.67;34.84;23.68;-23.69;0.99;1.09;1.09;3.3;16;7.0;31;0;0;0;0;896;255
1250;01/06/2026;08:35:05;13;3;0.5;0.3;47.362022 4.896811;-48.93;-38.55;40.08;25.94;-24.82;0.97;1.08;1.09;3.3;16;7.0;31;0;0;0;0;896;255
1251;01/06/2026;08:35:05;13;3;0.5;0.3;47.362022 4.896811;-47.41;-37.21;44.60;27.80;-27.69;0.96;1.08;1.08;3.3;16;7.0;31;0;0;0;0;896;255
1252;01/06/2026;08:35:05;13;3;0.5;0.3;47.362022 4.896811;-45.89;-35.90;49.03;29.37;-30.00;0.95;1.07;1.08;3.3;16;7.0;31;0;0;0;0;896;255
1253;01/06/2026;08:35:05;13;3;0.5;0.3;47.362022 4.896811;-44.13;-34.40;54.04;31.04;-32.09;0.93;1.07;1.07;3.3;16;7.0;31;0;0;0;0;896;255
